vin,model,mfg_year,fuel_type,base_kmpl
86FCEJK0,IC Bus CE Series,2007,Hybrid,16.51
SJOUEECO,Volvo VNL,2006,LNG,7.09
JWF1UBV9,Thomas Saf-T-Liner,2010,LNG,8.22
57PMM0TO,Ford F-750,2011,Diesel,5.88
70Y6ISX4,Kenworth T680,2017,CNG,15.33
Y3D2FNC3,Volvo VNL,2000,Petrol,8.95
YQ9B1N7Q,Volvo VNL,2025,CNG,13.03
GAWPOHZR,Arrival Van,2011,LNG,11.82
GSKOD504,Ford Transit,2000,Electric,2.79
XTPJB4IP,Volvo VNL,2022,CNG,10.04
JDKBSB0J,Tesla Semi,2022,Electric,5.73
4MSE7FU7,Peterbilt 579,2026,Electric,4.98
,Blue Bird All American,2025,CNG,10.97
L15RNL3A,Chevrolet Silverado 4500HD,2022,Petrol,9.57
R4H34I7S,Arrival Van,2022,Electric,2.93
IGKYOJB4,Rivian EDV,2005,Hybrid,15.02
M72ZKEOC,Mack Anthem,2011,LNG,7.41
PDLD71MM,Peterbilt 579,2013,Electric,5.52
XII6L3UE,Arrival Van,2001,Hybrid,12.15
KLYYVUNS,BYD 8TT,2009,Hybrid,15.36
BBPX8XFI,Freightliner M2,2000,LNG,11.04
XCPGBK0U,Kenworth T680,2005,Diesel,9.73
AOSDKQU9,Mercedes Sprinter,2006,Electric,4.44
HLO8XLXL,Peterbilt 579,2010,Hybrid,-4.11
LRYD88TA,Thomas Saf-T-Liner,2006,Diesel,10.73
72LEA626,IC Bus CE Series,2015,CNG,8.4
0R7G0SGQ,Hyundai XCIENT,2020,Hybrid,12.18
8HNYDZ0B,Isuzu NPR,2026,Hybrid,11.49
5TZV9ZP3,Volvo VNL,2009,Petrol,15.74
FC5Z5L9H,Western Star 5700XE,2008,LNG,9.5
ZW1RO5MK,Ram ProMaster,2007,Electric,5.39
0R3ININR,IC Bus CE Series,2000,Diesel,5.18
0RRZ4AS5,Chevrolet Silverado 4500HD,2018,CNG,15.71
SY2U1JBD,Mack Anthem,2001,Electric,5.32
MQWF7IB9,Ford F-750,2016,LNG,11.29
GUKF1S5G,Ford F-750,2005,Diesel,14.69
YR2DLG8Q,Thomas Saf-T-Liner,2007,Diesel,6.94
VRQQLZ5D,Blue Bird All American,,CNG,14.54
8WSFJIQV,Freightliner M2,NULL,Diesel,7.94
AGWIX78R,Western Star 5700XE,2020,Hybrid,19.32
M9DVNY0F,Volvo VNL,2020,CNG,10.46
SVOIMR11,Thomas Saf-T-Liner,2004,Petrol,8.81
OLOEAZC0,Volvo VNL,2022,Hybrid,20.18
BNN0MCIX,Peterbilt 579,2024,Diesel,10.82
G7BS94CK,Tesla Semi,2025,Electric,3.5
DOZYFXFN,Volvo VNL,2010,Hybrid,21.44
RSHRBSH1,Ford F-750,2026,CNG,13.9
DNQ1OCP2,1912,2011,Diesel,5.77
6D9KD79Y,Tesla Semi,2025,Electric,3.43
QU1V7TLE,Mercedes Sprinter,2003,Hybrid,7327.57
F49CK6QZ,Ford F-750,2023,Diesel,14
2555JXUR,International LT,2008,CNG,11.22
K7IFQNC8,Chevrolet Silverado 4500HD,2013,Diesel,8.64
OKDOM3TC,Thomas Saf-T-Liner,2016,CNG,10.12
AS5WDEHH,Volvo VNL,2001,Electric,5.33
YX9D18K9,BYD 8TT,2022,Electric,2.57
TTTTTTTT,Ford F-750,2005,Petrol,7.93
N80G3UDG,Peterbilt 579,2026,Electric,5.68
3QQWSKHW,Chevrolet Silverado 4500HD,2019,CNG,10.1
RZF6YU3W,Rivian EDV,2025,Diesel,9.9
CNGF2ZOE,Arrival Van,2002,Electric,3.97
3QOZEZ67,IC Bus CE Series,2006.7,Petrol,9.63
DURMKF0A,Rivian EDV,2019,Electric,inf
XFZE7174,Blue Bird All American,2025,Diesel,28
SJWLASRM,Hino 268,2002,Hybrid,10.13
O4M84P4K,Rivian EDV,2002,Diesel,11.5
16CUASHE,Hino 268,2016,Hybrid,17.04
H6FUKZDT,Western Star 5700XE,2006,CNG,9.02
I9TANZR2,Blue Bird All American,2018,Electric,4.26
MBWCGH5S,Isuzu NPR,2013,Diesel,9.21
TLD858A5,Mack Anthem,2019,LNG,11.69
HYV8WSLH,Thomas Saf-T-Liner,2022,Diesel,unknown
5G1DCI5K,Tesla Semi,2005,Petrol,7.75
BOF4KAN4,Nikola Tre,2024,Petrol,14.97
EFDLF56R,Peterbilt 579,2017,LNG,12.69
ME95XNF2,Hino 268,2016,CNG,15.76
D0II93UY,Western Star 5700XE,2005,Electric,2.94
6AO9UKB8,Peterbilt 579,1902,Diesel,8.29
4I2NR1P0,International LT,2008,Electric,4.26
WYMCS3Y4,IC Bus CE Series,2016,CNG,15.0
MPYWJ3I7,Peterbilt 579,2026,Electric,3.03
BCC8CPRC,Peterbilt 579,2007,Electric,3.8
K1DUFXU0,Arrival Van,2020,,7.63
LD26GAJ6,Mercedes Sprinter,2026,Electric,4.66
P1ZRTU4F,Ram ProMaster,2005,LNG,8.64
88VO1WNV,IC Bus CE Series,2022,Petrol,unknown
ZJPFLET1,Thomas Saf-T-Liner,2017,LNG,8.04
X1UEKST0,Mercedes Sprinter,2008,Petrol,16.18
HX1JY9DG,Chevrolet Silverado 4500HD,2001,Diesel,10.28
9PMCXONQ,Nikola Tre,2000,LNG,9.58
1HGB	225,Thomas Saf-T-Liner,2001,LNG,11.92
1HGB/225,Ford F-750,2021,LNG,10.07
1XO488M3,Nikola Tre,2013,Electric,3.31
5S1C0D4P,IC Bus CE Series,2010,Petrol,7.33
AUVH1TGN,Tesla Semi,2020,Electric,5.45
P0L58JQS,Mack Anthem,2024,Hybrid,21.89
G9LRTSR6,Mack Anthem,2004,LNG,7.47
ZBAFK14H,Arrival Van,2023,Hybrid,10.02
Q6C4WMX2,Ram ProMaster,1974,Petrol,13.54
BTVMPMS5,Hino 268,2024,Hybrid,13.6
SEHLZ6QW,Ford F-750,2003,Electric,4.35
A65F44V1,Ford Transit,2026,LNG,9.73
HO,Mercedes Sprinter,2023,LNG,9.09
5QF7NCY6,Ford F-750,2002,Hybrid,13.04
0XM22NRY,Ford F-750,2000,LNG,13.66
OU7OZ9RO,Peterbilt 579,2014,Diesel,12.64
IS3ODGBQ,Western Star 5700XE,2009,Hybrid,14.59
9KTO9ZFT,Chevrolet Silverado 4500HD,2004,Hybrid,10.48
ZH8NI7QX,Tesla Semi,1948,Petrol,12.38
MQ5VZ3TW,Ford Transit,2003,LNG,12.19
VT11L1EG,Isuzu NPR,2021,LNG,10.41
BRSIAIMG,Western Star 5700XE,2018,Petrol,6.98
DT7P917Q,Western Star 5700XE,2024,Hybrid,12.14
WTW0TNZX,Ford Transit,2020,Diesel,14.38
F9SPQDNB,Chevrolet Silverado 4500HD,2002,Petrol,13.58
GYYN1OB7,Chevrolet Silverado 4500HD,2022,Electric,3.65
G720F1EA,Ram ProMaster,2009,CNG,11.27
9UEL87OHBO,Ford Transit,2005,Hybrid,21.38
UN615OKO,     ,2010,Diesel,7.28
YSSZI2SK,Mack Anthem,2008,,22.84
E5OZ83EJ,Mack Anthem,2001,Diesel,7.21
D6GPXSZP,International LT,2018,Petrol,17.48
740C98UZ,Rivian EDV,2000,LNG,11.71
FXZICUV5,Arrival Van,2001,LNG,7.38
60Y23LZY,Kenworth T680,2007,ELECTRIC,14.6
null,Chevrolet Silverado 4500HD,2000,LNG,13.2
2ADRTMEX,BYD 8TT,2004,Petrol,17.36
GSZOHQCB,Western Star 5700XE,2012,LNG,13.94
Y96T875R,Ford F-750,2009,Electric,19.91
C2PDY1VY,"Freightliner M2, Heavy Duty",2005,Electric,3.82
STLTHCZE,Arrival Van,2015,CNG,NaN
  986QUOW4  , Tesla Semi , 2004 , CNG , 10.53 
7U1V4AVG,Mack Anthem,2000,Hybrid,16.74
RUGVZQ7V,Kenworth T680,2007,CNG,19
DM0IBZZ0,Mercedes Sprinter,2019,Diesel,9.57
QYBU9Z07,Ford F-750,2021,Diesel,10.78
EXYDW2FX,Blue Bird All American,2004,Diesel,5.36
HBN2F4IO,Mack Anthem,2006,Petrol,7.57
KP2AVXRY,Arrival Van,2005,Electric,2.86
RH49T7PF,Chevrolet Silverado 4500HD,2020,Diesel,6.98
BAJW23AJ,Blue Bird All American,2011,,11.99
AHDO61XN,Tesla Semi,2003,Hybrid,10.17
QZLQ3JVZ,International LT,2025,CNG,14.0
T4FJPQP6,Isuzu NPR,2019,Electric,5.71
5KP8VLZPFN3I0VBI,Ram ProMaster,2007,Petrol,15.47
1JRWSWA2,Freightliner M2,2024,Diesel,5.15
RY0HBHC6,Peterbilt 579,2000,Electric,3.36
58GEEJGB,Hino 268,2002,Hybrid,17.86
N3UXJ1N5,Ford F-750,2017,Electric,4.37
RR5HL4XT,"Freightliner M2, Heavy Duty",2013,Diesel,9.25
TUW6TAQ6,Nikola Tre,2023,Hybrid,13.98
NPYXZIMH,Isuzu NPR,2004,Petrol,11.33
SQTUD873,Western Star 5700XE,2007,Hybrid,20.78
L689LGZP,Hino 268,2022,Electric,2.74
17TZF3GL,BYD 8TT,2023,CNG,14.23
WQRNBANX,Freightliner M2,2020,Diesel,9.02
3NLBJM0C,Ford F-750,2007,Electric,5.28
IMJJ2VIF,Rivian EDV,2005,Hybrid,inf
LTQGKNFZ,Hino 268,2008,Diesel,6.26
EYS,International LT,2002,Hybrid,15.63
YYFGTU91,Hino 268,2026,CNG,9.54
MBFHDP64,IC Bus CE Series,2007,Hybrid,13.48
5GC1CI1X,Mack Anthem,2024,CNG,14.13
H17J8QO0,Ford F-750,2019,Electric,2.56
KHE9I0HN,Mack Anthem,2001,Diesel,14.78
6MFXCIJK,Tesla Semi,2026,Petrol,17.2
YRX7H299,Ford F-750,2003,ELECTRIC,14.9
JRD8SPW0,Ram ProMaster,2013,LNG,12.43
X5H9GFRB,Kenworth T680,2026,Diesel,13.43
NFH4ZWW8,Kenworth T680,2003,Diesel,5.25
Y2XR3RNH,Volvo VNL,2005,Petrol,17.26
SDDDBAZR,Hyundai XCIENT,2021,LNG,13.95
VZWLSYSA,Mercedes Sprinter,2014,LNG,9.57
9EE2A84N,Hyundai XCIENT,2004,Electric,5.37
NAFSBQCF,Hyundai XCIENT,2010,CNG,8.41
VDWFC5Z3,Isuzu NPR,2003,CNG,nan
Q18OONCP,Chevrolet Silverado 4500HD,2005,Electric,2.86
FTOM5XLK,BYD 8TT,2016,Electric,4.16
9R6UXTXQ,Peterbilt 579,2009,CNG,8.54
MTTRQ9NW,International LT,2000,Petrol,12.56
YKR6J6AG,Tesla Semi,2019,CNG,13.87
ZFCQTI8I,Rivian EDV,2004,Diesel,10.63
F1PO9XLC,Chevrolet Silverado 4500HD,2025,CNG,11.45
ESUX9L0I,Hino 268,2024,Hybrid,13.55
IAOCE960,Freightliner M2,2008,LNG,12.76
HL54RF6U,Tesla Semi,2016,CNG,13.28
0N26DQXK,Hino 268,2001,Hybrid,11.47
C0LDJ2QL,Tesla Semi,2018,Hybrid,13.64
5I2MT71R,Freightliner M2,2011,Petrol,8.75
8SLB0O30,Western Star 5700XE,2009,CNG,N/A
J4V6G41M,Western Star 5700XE,2008,Diesel,6.28
0AXTDM7D,International LT,2000,CNG,14.95
AY3B338U,BYD 8TT,2000,Electric,3.58
7SZPF9S9,Mack Anthem,2023,Petrol,8.54
YYYYYYYY,Western Star 5700XE,2002,Diesel,5.09
AEDZ03YP,Thomas Saf-T-Liner,2011,LNG,7.8
TGH37BJH,Western Star 5700XE,2006,CNG,13
N1UR073S,Peterbilt 579,2001,CNG,15.65
IREIZZPX,Mack Anthem,NULL,Petrol,13.92
XJU7VFS3,Thomas Saf-T-Liner,2026,Hybrid,10.5
PE6WTLRJ,Nikola Tre,2001,LNG,9.79
OXD9CSS9,Tesla Semi,2000,Electric,3.87
ESB65PDB,Volvo VNL,2018,Petrol,12.38
WEAQF60W,Ford Transit,2017,Diesel,13.13
9GS85NR2,Freightliner M2,2012,Electric,4.71
RZ6Z6K8Z,Ford Transit,2015,Electric,5.52
9VAXCZZY,Freightliner M2,2023,Petrol,8.17
H2N28BV4,Peterbilt 579,20 22,CNG,14.53
2YKULNWY,BYD 8TT,2022,Petrol,13.28
5NZOVYUB,Peterbilt 579,2016,LNG,11.9
BJHPPIPG,Hyundai XCIENT,2000,LNG,10.58
VPAKEA3M,Kenworth T680,2014,CNG,14.14
PU3XD5EX,IC Bus CE Series,2018.9,Diesel,11.78
Q6M3M1NV,Hyundai XCIENT,2023,LNG,12.8
W5EMH2K6,Mercedes Sprinter,2004,diesel,2.12
0UCC1M3O,Peterbilt 579,2024,CNG,9.81
BTHLOWOB,Blue Bird All American,1925,Petrol,11.75
NILMWR1W,Nikola Tre,2018,Petrol,11.23
LGSK7U37,"Freightliner M2, Heavy Duty",2022,CNG,12.43
I44IVNDR,Kenworth T680,2020,LNG,7.21
5547T3K9,IC Bus CE Series,2002,LNG,7.64
5ECEWVTI,Nikola Tre,2003,Hybrid,12.62
8Q0P5MW1,Kenworth T680,2019,CNG,11.03
9HGKQVJ2,Mercedes Sprinter,2010,Diesel,13.76
VS01WXPX,Blue Bird All American,2025,Diesel,10.79
KBFT5HL9,Mercedes Sprinter,2011,CNG,10.53
DTOZ5STH,Ram ProMaster,2017,Petrol,9.75
AFWSISP7,Rivian EDV,2015, CNG,14.72
NGZDLHU0,Ford Transit,2006,CNG,10.15
3KK2WSK3,Nikola Tre,2019,CNG,-9.38
203MOGXO,Freightliner M2,2014,LNG,11.76
VIVN3UC7,Ram ProMaster,2026,Petrol,15.76
lrarm0wa,Ram ProMaster,2011,Hybrid,21.07
O0ZBO70B,Mercedes Sprinter,2000,CNG,9.66
FDUADIPZ,Arrival Van,2001,LNG,7.41
97YOFCX7,Kenworth T680,2018,Electric,2.99
H8GORM3Z,Western Star 5700XE,2016,LNG,12.96
GLF1S04G,Ram ProMaster,2015,Hybrid,16.16
AMTNGYL6,Ford F-750,2025,CNG,9.47
NTHZM32H,Rivian EDV,2016,Electric,4.43
P98G4Z64,Peterbilt 579,2021,Diesel,14.38
ILXP8QN9,BYD 8TT,2020,Petrol,16.12
384XVXWV,Hyundai XCIENT,2015,Petrol,NaN
63SDYGFL,Isuzu NPR,2000,Hybrid,13.13
PFV90KEX,International LT,2018,LNG,10.37
  K687ZVAU  , Volvo VNL , 2013 , Electric , 4.33 
1ZSVCQE1,Kenworth T680,2017,Bio-Diesel,4.8
UP5LMC31,Freightliner M2,2005,Petrol,5962.42
2WC3BNEC,Hino 268,2011,Hybrid,15.51
GTILYT96,Volvo VNL,2008,Electric,5.51
L5PMRAU5,Peterbilt 579,2020,Electric,5.63
STUZHG1G,International LT,2009,Electric,5.47
RRCBCXFV,Ford F-750,2009,Diesel,13.59
483DXB91,Hyundai XCIENT,2024,Hybrid,20.37
4C8MBJMS,Tesla Semi,2003,Hybrid,"16,58"
VYPY2N9B,Hyundai XCIENT,1980,Petrol,12.04
K9M94UZX,Arrival Van,2020,Electric,5.51
GUHQUSI3,Thomas Saf-T-Liner,2015,Diesel,6.19
3VWRV5NI,Hyundai XCIENT,2024,Diesel,10.6
VA9XKYWA,Chevrolet Silverado 4500HD,2012,Petrol,14.98
D1VO6UV8,BYD 8TT,2014,Diesel,10.24
YP0GDFLH,BYD 8TT,2008,Petrol,7.2
X6E9E420,Ford Transit,-269,CNG,15.16
GV2FRGL2,Hino 268,2000,Petrol,9.54
YW5A50Y1,Arrival Van,2016,Electric,5.79
48ADSDQX,Chevrolet Silverado 4500HD,2013,LNG,12.91
1EH7XGNO,Nikola Tre,2002,LNG,10.45
L9869RNY,Volvo VNL,1989,Hybrid,19.61
ZUHFBEGG,Freightliner M2,2000,CNG,8.5
8ACHTV2K,Kenworth T680,2009,CNG,10.11
KYQUESKL,Peterbilt 579,2025,Diesel,7.56
IC7EBKM7,Mercedes Sprinter,2011,LNG,11.64
GKEKT0KX,International LT,2015,LNG,9.67
YVFKXVQV,Freightliner M2,2006,CNG,8.99
JDR6LWIS,IC Bus CE Series,2008,Hybrid,21.86
F3VDVC5N,Ford F-750,2026,Electric,2.81
FEOSLIJ9,Isuzu NPR,2006,Diesel,10.44
LCSH1H15,"Freightliner M2, Heavy Duty",2021,CNG,9.17
RWTCMBLE,Mercedes Sprinter,2021,Diesel,10.12
RN7NMK46,Nikola Tre,2017,Electric,15.09
P5YRO1WO,Peterbilt 579,2002,Diesel,6.77
5VBGSGLL,Peterbilt 579,2005,LNG,7.85
1JV7ET9E,Hino 268,2002,CNG,10.93
X5IQ8KNJ,Ford F-750,2006,Electric,inf
UCWJ5RE7,Mercedes Sprinter,2008,Diesel,9.89
1R99ALX8,Nikola Tre,2008,Diesel,11.77
DWTYF30C,Chevrolet Silverado 4500HD,2016,LNG,
MRQQ1HC0,Ram ProMaster,2023,Diesel,8.86
P6KYW9XA,Isuzu NPR,2017,Electric,5.34
HYGSW419,Freightliner M2,2023,Diesel,13.44
M7I8CT3K,Western Star 5700XE,2021,LNG,29
LYFM4PSQ,Blue Bird All American,2022,Petrol,11.22
AENDZ15L,Thomas Saf-T-Liner,2002,Electric,2.7
EGFFSTFM,Rivian EDV,2006,lng,9.28
QUVBL2VG,Thomas Saf-T-Liner,2005,LNG,9.49
6PRR7MZA,Ford F-750,2023,Petrol,8.31
0FZTDX9Q,Freightliner M2,2026,LNG,12.69
LJXXD7J4,Mack Anthem,2012,Hybrid,18.64
8O9V6CWK,Blue Bird All American,2012,LNG,7.75
K3WUK91W,Thomas Saf-T-Liner,2005,LNG,9.28
1BZHN3R7,Mack Anthem,2024,LNG,13.23
WBAKE2DC,Mercedes Sprinter,2023,Diesel,14.5
NA27YOEN,Mercedes Sprinter,2020,LNG,12.56
9DI53CD0,Rivian EDV,2007,Diesel,8.81
  W6SLA3JZ  , BYD 8TT , 2013 , Hybrid , 18.72 
GBNZ2DZ2,Ford F-750,2020,CNG,12.46
WG56WHLV,Hino 268,2016,CNG,12.74
PRXXQ99S,Mack Anthem,2026,Electric,5.13
HCMBVF71,Tesla Semi,2003,Petrol,7.29
FM348NI7,Nikola Tre,2023,LNG,11.64
WMDOXM7Z,Peterbilt 579,2000,Petrol,13.16
TZBJJZ4V,BYD 8TT,2018,Diesel,14.59
4CXLC3JG,Nikola Tre,2003,Electric,2.99
5HQBQVDB,Mercedes Sprinter,2017,Petrol,9.01
65KK5KH7,Ram ProMaster,2013,Diesel,10
048YJB15G9P9CWE11RLE,Arrival Van,2019,LNG,11.68
4ABXIZRL,Peterbilt 579,2005,Electric,5.24
VYWNPVZR,Blue Bird All American,2024,CNG,10.27
ZKZSE9LQ,526,2001,Electric,5.63
O4O969UP,Isuzu NPR,2012,Hybrid,13.01
B01002GO,Freightliner M2,2009,CNG,11.35
6MRLVNMT,Ram ProMaster,2001,Diesel,12.65
J2Q8D5Z8,Nikola Tre,2026,Electric,5.41
HNWMM7CE,Mack Anthém,2024,Petrol,15.95
GU0E6E58,Freightliner M2,2018,Hybrid,10.33
J6T5VZTG,Peterbilt 579,2025,Diesel,6.91
9IZNDUAU,Thomas Saf-T-Liner,2017.9,Hybrid,13.21
KKKKKKKK,Hyundai XCIENT,2003,CNG,12.04
6HPKYHEC,Mack Anthem,2000,Hybrid,17.73
LIFI3OSH,Arrival Van,2014,Hybrid,18.68
BMO21OXB,"Freightliner M2, Heavy Duty",2005,CNG,9.39
S8XI3T79,IC Bus CE Series,2007,LNG,13.87
78NRXVOB,Peterbilt 579,2012,Diesel,14.32
I5S336BZ,Blue Bird All American,2025,Electric,5.0
FBZ0R9QY,Ford F-750,2004,LNG,11.09
P5EI7K8E,BYD 8TT,2001,LNG,9.75
JIXKVUHN,Hyundai XCIENT,2004,Diesel,13.48
VZOCPS9W,Isuzu NPR,2008,LNG,9.75
Z4CX1GZD,Kenworth T680,2006,Petrol,14.62
AXK826QE,Thomas Saf-T-Liner,2024,Petrol,7.73
T03IN5NA,Nikola Tre,2009,CNG,13.62
NULL,Ford Transit,2025,Hybrid,15.56
RHOMSC8G,Tesla Semi,2021,Electric,5.73
SG9OG0K1,Thomas Saf-T-Liner,2015,LNG,12.01
724HK1QD,Nikola Tre,2003,LNG,12.58
PB83U661,Tesla Semi,2002,CNG,14.81
G4P3K1TS,Volvo VNL,2023,Diesel,5.99
ABWOKHEP,Rivian EDV,2011,Petrol,15.35
003L4JZW,Arrival Van,2011,Electric,3.37
M7K4986K,Mercedes Sprinter,2026,Diesel,7.38
HME6O3WP,Kenworth T680,2014,Diesel,7.42
4VCVZPVW,Chevrolet Silverado 4500HD,2026,Petrol,9.76
KZQ3HFRJ,Nikola Tre,2022,Hybrid,18.58
INCS6IUF,Thomas Saf-T-Liner,2010,Electric,28.2
FTXXZUFZ,Ford Transit,2010,Electric,2.86
LMJIUBVD,Peterbilt 579,2009,Diesel,7.47
SWCXSQ8P,Western Star 5700XE,2022,Electric,3.63
HULURSFH,Freightliner M2,2011,CNG,10.35
XVOBX136,BYD 8TT,2001,CNG,15.77
GN1OCVD6,Ford Transit,2013,Electric,3.74
WOFHMCIC,BYD 8TT,2001,Diesel,11.88
UZA6GRBW,Freightliner M2,2024,Diesel,17
3Z5OM1RQ,Kenworth T680,2024,Petrol,7.44
7489NZHQ,Western Star 5700XE,2022,LNG,8.28
MZWA4T1R,BYD 8TT,2026,Petrol,-12.31
SSSSSSSS,Hyundai XCIENT,2013,Petrol,9.13
QRDU9YFR,International LT,2006,Petrol,14.91
JGNQ1G6L,Ford F-750,2019,LNG,7.9
HQLPQTOI,Ram ProMaster,2026,Diesel,13.36
O5IM5LN5,Peterbilt 579,2019,Electric,3293.62
WISENOA2,Ford F-750,2007,Diesel,10.26
Q48VDK3B,Rivian EDV,2022,LNG,9.44
875I6ICB,Peterbilt 579,2010,Hybrid,18.96
I54K9DHL,Chevrolet Silverado 4500HD,2017,CNG,11.37
9RXGD8AT,Hino 268,2023,Hybrid,18.64
J3N9C86U,Nikola Tre,2016,Electric,-inf
72J7IJ6L,IC Bus CE Series,2022,CNG,11.66
59QAYZ0R,Tesla Semi,2003,CNG,8.39
KJCO6MY4,Western Star 5700XE,2016,CNG,13.07
C5WU2550,Ford F-750,2017,Electric,4.15
7TG2MYAX,Hino 268,2004,Electric,2.93
MGLHZWNG,Volvo VNL,2010,Electric,2.6
CUVFMH07,BYD 8TT,2021,LNG,10.1
PS8Q185G,Ram ProMaster,2018,LNG,7.5
ROT58O4S,IC Bus CE Series,2017,CNG,8.16
C7T71AC2,Tesla Semi,2020,Diesel,11.98
WG8K79UR,Ford Transit,2009,LNG,9.01
KUEV3C3J,Thomas Saf-T-Liner,2021,Electric,2.99
U2VFCPDI,Hino 268,2012,Hybrid,18.36
JRDTCCW3,N/A,2003,Hybrid,19.71
GTZFLWW5,Ford F-750,2004,Diesel,7.71
VONDP9II,International LT,2003,LNG,12.63
LGSMALVL,Mack Anthem,2021,CNG,11.82
FOJ7OGN9,Ford F-750,2025,Diesel,6.44
0Y5GTMJJ,Ford F-750,2005,Hybrid,14.89
NONQA0J5,Thomas Saf-T-Liner,1906,CNG,9.54
Q46M6SYV,Tesla Semi,2016,CNG,14.75
QWKBSEPR,Ram ProMaster,2001,Electric,4.83
DT4GFUNQ,Ford F-750,2005,Electric,3.95
X263LYAU,Nikola Tre,2019,Electric,4.14
RK9FFY71,Ford F-750,2021,Electric,3.83
O5F9M969,Mack Anthem,2010,Petrol,16.35
CB7HQ574,Nikola Tre,2021,Electric,5.93
PGHU7NXN,BYD 8TT,2009,Hybrid,19.7
NET34N3E,IC Bus CE Series,2000,Hybrid,18.53
FUJWEKJI,Nikola Tré,2010,Petrol,15.05
LM8E49IT,Mack Anthem,2003,LNG,13.87
AHAS8N40,Freightliner M2,2026,Hybrid,15.21
HZNLXSSF,Blue Bird All American,2010,Electric,5.21
KWSTVS9Q,Ford F-750,2023,CNG,10.21
3LL6WO7M,Hino 268,2018,CNG,14.24
DE83QUV5,Mack Anthem,2024,LNG,12.78
KOXTJPIW,Tesla Semi,2018,Electric,3.35
JI6CMYUL,Hyundai XCIENT,2002,LNG,10.49
QVZKLQTH,Peterbilt 579,2001,CNG,9.48
VRLTYT3V,Volvo VNL,2009,Petrol,8.2
0XGRWD02,Mercedes Sprinter,2022,Petrol,6.24
FQEGBYKA,Mercedes Sprinter,2024,CNG,8.28
YFCEC8DK,International LT,2005,Diesel,5.33
uvd83wq5,Hyundai XCIENT,2009,Electric,4.09
MAL2SWZW,     ,2011,LNG,8.23
1JDFEW5C,BYD 8TT,2026,Hybrid,12.42
AB7A83M6,Western Star 5700XE,2022,LNG,7.31
2CNDGNTL,BYD 8TT 中国,2002,Diesel,8.14
,,,,
R27YD6FO,IC Bus CE Series,2011,Petrol,10.61
4LY5WVV6,Thomas Saf-T-Liner,2014,LNG,7.5
C4A9EUH8,Ford F-750,2019,Petrol,13.67
3ZRIDHTV,Ford F-750,2022,Diesel,11.9
TZ1KXML4,Blue Bird All American,2006,Diesel,14.04
I3I5AQG5,Thomas Saf-T-Liner,2016,Hybrid,14.49
,,,,
92S2E6LZ,Ford F-750,2013,Petrol,13.43
IJPDBKJ7,Peterbilt 579,2022,Electric,4.68
XSPCU9L1,Arrival Van,NULL,Petrol,12.01
4X7I0A4U,Isuzu NPR,1989,Hybrid,17.94
9AJT3VG2,Kenworth T680,2018,Petrol,15.61
H7I3WYYK,Freightliner M2,2018,LNG,10.87
BC0GUYWI,Ram ProMaster,2005,Petrol,6.0
PYUTXPZ2,Nikola Tré,2026,LNG,9.68
0V2MEA19,Kenworth T680,2000,LNG,12.77
LFY5U0I1,Volvo VNL,2026,LNG,11.11
HAXPTG7P,Arrival Van,2013,CNG,12.39
SE0APHW4,Hino 268,2014,Hybrid,11.83
GXW31GS6,Arrival Van,2021,CNG,19.8052928552
V2EBYXMZ,Arrival Van,2087,Petrol,17.97
HOTYUAY7,BYD 8TT,2024,Electric,4.04
GS4IF,Chevrolet Silverado 4500HD,2001,LNG,12.17
M61ISVUC,Kenworth T680,2023,LNG,9.98
X4FG3Y93,Volvo VNL,2017,Hybrid,18.56
UUJFC1TQ,Kenworth T680,2059,Electric,3.09
HI071YHW,International LT,2005,CNG,9.92
E91LEUUC,Volvo VNL,2008,Petrol,9.74
YYEVKENC,Thomas Saf-T-Liner,2005,Diesel,9.04
5L5N007I,Arrival Van,2007,Petrol,11.96
E6AYFHL9,Rivian EDV,2001,Electric,4.82
IZG9JJ00,Kenworth T680,2004,LNG,10.66
7AYULGSF,Nikola Tre,2009.6,Electric,5.26
HWON20CM,Mercedes Sprinter,2015,Diesel,5.66
XN8PY67Y,Isuzu NPR,2008,Hybrid,11.58
1K8BKI5P,Nikola Tre,2005,Diesel,10.7
PTX63CFL,Nikola Tre,2009,LNG,10.07
BG4MMXQXMTL0,Thomas Saf-T-Liner,2026,Petrol,16.91
LSKV1VQ6,Isuzu NPR,2023,Diesel,8.84
75IX9RH7,Ford Transit,2000,Petrol,12.22
1HOXTQ1U,Mercedes Sprinter,2004,Hybrid,0
E4NCBJM2,International LT,2026,LNG,9.13
03IT2EN9,Thomas Saf-T-Liner,2018.6,Diesel,8.22
JW2JY564,Kenworth T680,2010,CNG,9.68
R4N26SMM,Mercedes Sprinter,2015,LNG,12.0
WJ6O6U91,Volvo VNL,2020,CNG,15.9
9UXDB3P3,Kenworth T680,2023,CNG,15.0
H0Z1EUWE,Rivian EDV,2017,LNG,9.2
Q0QOEXOA,IC Bus CE Series,2000,LNG,10.33
PP7R93FE,Rivian EDV,2014,Hybrid,11.55
78DCPWL6,Volvo VNL,2023,Petrol,10.18
IRDLK9EN,Peterbilt 579,2026,CNG,10.59
GOPMYU2U,Mack Anthem,2019,CNG,10.13
15IAKBZM,Nikola Tre,2018,Petrol,16.81
WZLG0M1X,Peterbilt 579,2010,Hybrid,11.92
